Customer_ID,Age,Gender,City,Occupation,Annual_Income,Purchase_Frequency,Total_Spending
CUST1094,18,Male,Chennai,Doctor,21560,3,1566
CUST1095,42,Female,Chennai,Student,99148,12,35520
CUST1096,24,Male,Delhi,Doctor,103186,7,12628
CUST1097,26,Male,Chennai,Other,46745,11,41800
CUST1098,41,Female,Pune,Other,51890,10,8610
CUST1099,18,Female,Pune,Student,40022,9,38043
CUST1100,61,Male,Bengaluru,Engineer,143629,14,24976
CUST1101,25,Female,Pune,Student,72579,13,13182
CUST1102,41,Female,Pune,Business,90316,13,12324
CUST1103,28,Male,Delhi,Teacher,103847,9,21195
CUST1104,34,Female,Pune,Engineer,48380,14,56868
CUST1105,25,Male,Bengaluru,Student,130198,9,27180
CUST1106,52,Female,Mumbai,Doctor,22356,2,7162
CUST1107,52,Male,Delhi,Engineer,90326,3,5784
CUST1108,50,Male,Mumbai,Engineer,112447,7,31269
CUST1109,22,Male,Delhi,Student,134994,5,7110
CUST1110,59,Female,Hyderabad,Engineer,109899,2,7274
CUST1111,56,Male,Chennai,Doctor,40049,3,7977
CUST1112,58,Female,Hyderabad,Other,95717,10,30470
CUST1113,45,Male,Pune,Engineer,125361,6,20874
CUST1114,24,Male,Mumbai,Other,36082,13,36153
CUST1115,26,Female,Pune,Doctor,20661,7,22043
CUST1116,25,Male,Chennai,Student,57412,9,7317
CUST1117,29,Male,Delhi,Teacher,134015,1,3113
CUST1118,51,Female,Chennai,Engineer,143191,11,39413
CUST1119,50,Male,Bengaluru,Teacher,22920,7,19292
CUST1120,40,Male,Chennai,Doctor,111194,8,12296
CUST1121,41,Male,Bengaluru,Engineer,134306,12,47868
CUST1122,54,Male,Chennai,Other,80315,14,43876
CUST1123,52,Female,Bengaluru,Business,99561,3,13449
CUST1124,61,Female,Mumbai,Teacher,28946,4,9112
CUST1125,57,Male,Pune,Engineer,114242,10,43950
CUST1126,39,Female,Pune,Teacher,65500,6,9744
CUST1127,44,Male,Hyderabad,Engineer,124540,10,11970
CUST1128,52,Female,Pune,Student,36309,7,18753
CUST1129,18,Male,Delhi,Other,75230,13,24752
CUST1130,52,Male,Chennai,Teacher,131822,14,21602
CUST1131,54,Male,Hyderabad,Business,118656,4,9716
CUST1132,64,Male,Delhi,Business,143782,8,12104
CUST1133,31,Male,Delhi,Doctor,50027,5,3630
CUST1134,20,Male,Bengaluru,Engineer,146768,1,2328
CUST1135,18,Female,Pune,Teacher,92541,4,10092
CUST1136,22,Male,Mumbai,Doctor,132340,3,8856
CUST1137,43,Female,Mumbai,Teacher,134846,9,23265
CUST1138,31,Male,Hyderabad,Engineer,79321,8,38264
CUST1139,56,Female,Mumbai,Business,20956,1,1580
CUST1140,44,Female,Chennai,Student,120375,11,31020
CUST1141,26,Female,Mumbai,Business,94131,6,22140
CUST1142,32,Male,Hyderabad,Doctor,67908,9,28170
CUST1143,32,Male,Mumbai,Other,98339,7,21441
CUST1144,43,Female,Chennai,Student,145659,4,15168
CUST1145,59,Male,Bengaluru,Doctor,45963,13,53118
CUST1146,30,Female,Hyderabad,Engineer,121757,1,4931
CUST1147,49,Male,Bengaluru,Student,59443,12,41364
CUST1148,56,Female,Bengaluru,Doctor,119259,2,8918
CUST1149,49,Female,Bengaluru,Engineer,59063,12,39756
CUST1150,21,Male,Delhi,Business,134225,5,15415
CUST1151,47,Female,Pune,Other,136400,12,7932
CUST1152,54,Male,Delhi,Engineer,100818,11,12023
CUST1153,40,Female,Pune,Teacher,24703,5,18795
CUST1154,56,Female,Bengaluru,Engineer,85128,8,37240
CUST1155,62,Male,Hyderabad,Engineer,92099,6,20772
CUST1156,32,Male,Pune,Other,45849,8,35104
CUST1157,60,Male,Chennai,Teacher,51860,2,7780
CUST1158,46,Female,Chennai,Doctor,51585,3,3489
CUST1159,53,Male,Mumbai,Doctor,42015,6,9792
CUST1160,30,Female,Pune,Engineer,97539,12,12492
CUST1161,49,Female,Hyderabad,Teacher,63585,13,45162
CUST1162,24,Male,Delhi,Teacher,46958,10,13670
CUST1163,39,Male,Bengaluru,Other,46017,3,7698
CUST1164,45,Female,Mumbai,Business,96707,6,5586
CUST1165,19,Female,Chennai,Doctor,144677,6,28668
CUST1166,59,Male,Delhi,Other,65350,2,3412
CUST1167,62,Male,Delhi,Student,32201,7,21196
CUST1168,23,Male,Bengaluru,Doctor,49426,12,20028
CUST1169,45,Male,Pune,Other,37778,2,2660
CUST1170,45,Male,Chennai,Doctor,65241,6,12906
CUST1171,61,Female,Hyderabad,Business,62229,1,1636
CUST1172,61,Female,Delhi,Student,106652,3,9930
CUST1173,37,Female,Bengaluru,Business,148267,2,1950
CUST1174,47,Female,Hyderabad,Student,138402,7,23170
CUST1175,28,Male,Pune,Engineer,68364,14,25564
CUST1176,45,Male,Chennai,Other,118833,4,6076
CUST1177,42,Male,Pune,Student,146503,8,18688
CUST1178,56,Female,Delhi,Business,149044,6,28536
CUST1179,50,Female,Hyderabad,Doctor,104878,12,35376
CUST1180,18,Male,Hyderabad,Student,77056,10,47930
CUST1181,44,Male,Hyderabad,Other,47490,4,7132
CUST1182,30,Female,Delhi,Student,147769,5,5795
CUST1183,58,Female,Delhi,Teacher,39975,13,32630
CUST1184,20,Male,Pune,Doctor,46723,13,11674
CUST1185,56,Male,Mumbai,Other,43279,9,20097
CUST1186,23,Female,Pune,Other,98301,7,18375
CUST1187,25,Male,Chennai,Engineer,132214,10,26710
CUST1188,44,Male,Bengaluru,Business,31561,14,8036
CUST1189,26,Male,Hyderabad,Engineer,127435,14,55594
CUST1190,54,Female,Mumbai,Other,86061,9,12024
CUST1191,50,Female,Bengaluru,Doctor,108397,7,6993
CUST1192,59,Female,Mumbai,Student,69153,12,7644
CUST1193,61,Female,Pune,Student,53142,1,2597
CUST1194,41,Female,Delhi,Doctor,46916,12,50352
CUST1195,32,Female,Hyderabad,Other,84324,8,19080
CUST1196,49,Female,Pune,Student,64965,4,13028
CUST1197,49,Male,Bengaluru,Student,145932,3,13260
CUST1198,41,Male,Bengaluru,Student,24648,14,33600
CUST1199,58,Male,Bengaluru,Business,55133,13,40430
CUST1200,29,Male,Bengaluru,Business,70677,7,31402
CUST1201,56,Male,Bengaluru,Teacher,116059,12,23388
CUST1202,19,Male,Mumbai,Engineer,114588,3,3138
CUST1203,20,Male,Pune,Doctor,119950,8,20024
CUST1204,54,Female,Hyderabad,Doctor,118317,6,15576
CUST1205,34,Female,Delhi,Doctor,90135,5,6015
CUST1206,19,Male,Delhi,Teacher,55046,4,11612
CUST1207,19,Male,Pune,Business,67064,8,17000
CUST1208,45,Female,Pune,Other,121459,8,30648
CUST1209,40,Male,Delhi,Other,126625,12,41736
CUST1210,54,Male,Delhi,Teacher,89350,1,3339
CUST1211,49,Female,Mumbai,Other,65893,9,34956
CUST1212,50,Male,Chennai,Doctor,121520,14,44226
CUST1213,18,Female,Hyderabad,Engineer,145818,5,11805
CUST1214,36,Male,Bengaluru,Student,81272,4,13424
CUST1215,19,Female,Chennai,Business,112152,6,7110
CUST1216,61,Female,Pune,Business,142907,6,28698
CUST1217,43,Female,Delhi,Teacher,87649,2,4238
CUST1218,49,Male,Chennai,Business,84674,8,15448
CUST1219,23,Female,Hyderabad,Doctor,144132,7,9625
CUST1220,49,Male,Pune,Other,139044,1,2961
CUST1221,21,Male,Bengaluru,Doctor,128542,5,9325
CUST1222,28,Male,Bengaluru,Teacher,33760,12,20916
CUST1223,34,Male,Hyderabad,Doctor,41927,6,3972
CUST1224,55,Female,Hyderabad,Other,106475,4,9896
CUST1225,41,Female,Delhi,Engineer,81367,2,7582
CUST1226,22,Male,Bengaluru,Teacher,117955,13,9997
CUST1227,51,Male,Pune,Engineer,32588,14,15834
CUST1228,23,Female,Chennai,Student,141750,4,5620
CUST1229,39,Male,Pune,Engineer,121678,1,3971
CUST1230,28,Female,Mumbai,Student,124734,7,26271
CUST1231,33,Male,Mumbai,Student,138154,2,5028
CUST1232,50,Male,Hyderabad,Engineer,72233,13,27833
CUST1233,26,Female,Delhi,Teacher,64738,2,1408
CUST1234,23,Male,Mumbai,Other,53397,9,9729
CUST1235,33,Female,Bengaluru,Doctor,102189,5,6700
CUST1236,46,Male,Pune,Doctor,96367,2,4438
CUST1237,20,Male,Pune,Other,144873,11,34573
CUST1238,37,Male,Hyderabad,Student,91260,9,25173
CUST1239,53,Female,Chennai,Student,140585,9,12366
CUST1240,36,Male,Hyderabad,Teacher,96619,1,1189
CUST1241,43,Male,Chennai,Business,131453,11,49500
CUST1242,20,Male,Hyderabad,Engineer,39816,3,10923
CUST1243,36,Male,Hyderabad,Student,62240,4,7688
CUST1244,37,Female,Hyderabad,Doctor,26276,14,16394
CUST1245,49,Female,Chennai,Teacher,133939,7,11697
CUST1246,24,Male,Chennai,Engineer,124199,10,42260
CUST1247,58,Female,Hyderabad,Teacher,99530,4,5772
CUST1248,50,Male,Mumbai,Engineer,43499,2,3898
CUST1249,57,Male,Delhi,Engineer,108576,7,29659
CUST1250,56,Male,Delhi,Other,128856,6,18234
CUST1251,35,Female,Delhi,Student,102495,3,13377
CUST1252,57,Female,Chennai,Teacher,141717,6,28560
CUST1253,18,Female,Chennai,Teacher,91635,11,31471
CUST1254,28,Female,Mumbai,Other,127803,6,24912
CUST1255,45,Female,Delhi,Doctor,105112,12,50040
CUST1256,42,Female,Delhi,Doctor,55946,5,11265
CUST1257,40,Female,Hyderabad,Student,75204,4,11408
CUST1258,48,Female,Chennai,Student,71886,10,24380
CUST1259,47,Female,Delhi,Business,91652,12,10440
CUST1260,59,Male,Pune,Other,35563,1,4979
CUST1261,52,Female,Mumbai,Doctor,112324,10,24310
CUST1262,24,Female,Pune,Engineer,112464,6,5544
CUST1263,33,Female,Pune,Teacher,121872,2,2788
CUST1264,43,Female,Mumbai,Student,29847,13,14261
CUST1265,19,Female,Pune,Teacher,46155,3,10686
CUST1266,18,Female,Delhi,Teacher,99671,14,39704
CUST1267,29,Female,Chennai,Business,136891,8,17496
CUST1268,22,Female,Mumbai,Doctor,103310,10,10720
CUST1269,54,Female,Hyderabad,Student,87278,14,36260
CUST1270,49,Female,Pune,Teacher,38309,14,58366
CUST1271,26,Female,Mumbai,Student,20619,6,28632
CUST1272,58,Male,Bengaluru,Engineer,103194,3,6399
CUST1273,52,Male,Bengaluru,Business,70108,7,14119
CUST1274,36,Female,Chennai,Engineer,54707,4,19172
CUST1275,33,Female,Delhi,Student,40337,14,44198
CUST1276,20,Male,Chennai,Student,145261,9,37332
CUST1277,37,Female,Chennai,Doctor,101537,5,20440
CUST1278,41,Male,Chennai,Teacher,86504,3,6111
CUST1279,50,Male,Chennai,Teacher,67614,2,7274
CUST1280,41,Male,Hyderabad,Engineer,111428,11,6567
CUST1281,28,Male,Hyderabad,Business,111155,2,7430
CUST1282,25,Male,Mumbai,Other,20281,3,12750
CUST1283,53,Female,Bengaluru,Teacher,47420,2,7314
CUST1284,55,Male,Chennai,Doctor,100896,14,11802
CUST1285,57,Female,Mumbai,Engineer,59030,4,4440
CUST1286,37,Female,Bengaluru,Engineer,21058,2,4454
CUST1287,52,Male,Pune,Other,106213,10,27900
CUST1288,42,Male,Delhi,Doctor,96260,9,21186
CUST1289,52,Female,Hyderabad,Business,48404,2,6216
CUST1290,42,Male,Pune,Doctor,123482,9,23211
CUST1291,46,Male,Bengaluru,Business,125284,13,36712
CUST1292,35,Female,Pune,Doctor,49856,6,10062
CUST1293,63,Female,Delhi,Doctor,29200,1,1591
CUST1294,35,Male,Bengaluru,Student,84178,4,13164
CUST1295,19,Female,Pune,Engineer,53997,14,31486
CUST1296,52,Male,Hyderabad,Doctor,45611,1,3175
CUST1297,33,Male,Hyderabad,Other,139273,14,17934
CUST1298,58,Male,Mumbai,Doctor,61235,6,21288
CUST1299,53,Female,Pune,Teacher,137428,14,36470
CUST1300,50,Female,Chennai,Engineer,55057,13,56771
CUST1301,21,Female,Pune,Teacher,21239,4,10452
CUST1302,50,Female,Bengaluru,Engineer,123674,3,13410
CUST1303,31,Female,Bengaluru,Teacher,134474,3,7473
CUST1304,38,Male,Pune,Doctor,85661,9,14103
CUST1305,37,Male,Delhi,Doctor,146945,6,12462
CUST1306,25,Male,Hyderabad,Student,65272,9,13599
CUST1307,24,Male,Bengaluru,Other,109393,13,36062
CUST1308,20,Female,Hyderabad,Teacher,81212,5,11570
CUST1309,34,Male,Bengaluru,Business,144088,2,5852
CUST1310,50,Female,Mumbai,Student,35398,8,39216
CUST1311,29,Male,Chennai,Teacher,140030,5,15255
CUST1312,39,Female,Bengaluru,Teacher,76503,2,8314
CUST1313,39,Female,Hyderabad,Student,26638,4,2028
CUST1314,63,Male,Mumbai,Doctor,26570,9,27495
CUST1315,47,Male,Bengaluru,Teacher,88785,4,3900
CUST1316,55,Male,Delhi,Doctor,29110,13,35243
CUST1317,55,Male,Chennai,Student,125899,12,11808
CUST1318,62,Female,Bengaluru,Doctor,99141,12,33420
CUST1319,25,Male,Mumbai,Engineer,32115,12,48300
CUST1320,44,Male,Delhi,Business,59062,13,49907
CUST1321,44,Female,Pune,Teacher,42911,14,46508
CUST1322,51,Male,Mumbai,Other,124061,4,13696
CUST1323,38,Male,Mumbai,Business,52556,2,1516
CUST1324,47,Male,Delhi,Doctor,98131,13,10166
CUST1325,50,Male,Mumbai,Teacher,148335,12,28776
CUST1326,45,Male,Delhi,Doctor,21969,6,27810
CUST1327,64,Female,Bengaluru,Engineer,63753,13,45188
CUST1328,50,Male,Delhi,Student,102811,11,30437
CUST1329,22,Male,Delhi,Teacher,24470,14,51800
CUST1330,36,Male,Chennai,Engineer,141863,2,2224
CUST1331,21,Male,Delhi,Engineer,30225,12,14244
CUST1332,52,Male,Delhi,Teacher,127860,7,29330
CUST1333,34,Female,Pune,Doctor,143008,3,3336
CUST1334,61,Male,Bengaluru,Other,127510,3,8421
CUST1335,45,Female,Chennai,Engineer,128295,5,17565
CUST1336,47,Female,Pune,Business,43196,3,6843
CUST1337,46,Male,Hyderabad,Engineer,125823,2,6182
CUST1338,63,Male,Bengaluru,Other,33669,10,31960
CUST1339,23,Male,Bengaluru,Doctor,57380,9,40122
CUST1340,52,Male,Hyderabad,Doctor,144398,2,2148
CUST1341,58,Female,Delhi,Business,130677,14,33740
CUST1342,54,Male,Pune,Engineer,135886,11,45144
CUST1343,41,Male,Mumbai,Doctor,146753,2,2338
CUST1344,46,Male,Chennai,Other,68320,13,63232
CUST1345,63,Male,Mumbai,Teacher,67414,8,14264
CUST1346,48,Male,Hyderabad,Student,123542,9,12807
CUST1347,52,Male,Bengaluru,Student,35577,7,11375
CUST1348,50,Female,Bengaluru,Student,145354,3,6087
CUST1349,38,Female,Chennai,Engineer,108009,9,18846
CUST1350,49,Male,Bengaluru,Business,146365,3,2238
CUST1351,40,Male,Bengaluru,Doctor,75409,5,21055
CUST1352,50,Male,Chennai,Teacher,48625,9,18540
CUST1353,20,Female,Pune,Other,101040,12,34800
CUST1354,35,Male,Pune,Teacher,44089,14,38402
CUST1355,42,Female,Chennai,Other,56487,14,61096
CUST1356,59,Male,Hyderabad,Engineer,85838,3,7317
CUST1357,48,Male,Bengaluru,Student,116999,7,24983
CUST1358,20,Male,Bengaluru,Engineer,130448,12,8712
CUST1359,57,Male,Hyderabad,Business,114795,1,4047
CUST1360,63,Female,Pune,Business,70138,4,3056
CUST1361,41,Female,Delhi,Other,62823,4,7580
CUST1362,49,Male,Delhi,Doctor,57208,7,28399
CUST1363,64,Male,Delhi,Doctor,74061,8,9160
CUST1364,39,Female,Pune,Other,50659,1,3490
CUST1365,40,Female,Pune,Business,149824,5,11995
CUST1366,19,Female,Hyderabad,Business,121376,7,21028
CUST1367,44,Female,Bengaluru,Business,51890,12,39264
CUST1368,59,Male,Hyderabad,Engineer,99134,4,6616
CUST1369,19,Female,Hyderabad,Business,67055,13,14131
CUST1370,43,Male,Pune,Teacher,132269,4,9284
CUST1371,34,Female,Delhi,Student,39508,4,5940
CUST1372,57,Female,Mumbai,Business,62287,12,54948
CUST1373,50,Female,Bengaluru,Other,98916,6,23088
CUST1374,26,Female,Pune,Student,46984,7,30317
CUST1375,60,Female,Delhi,Engineer,130169,2,3482
CUST1376,56,Male,Mumbai,Other,28125,5,3445
CUST1377,46,Male,Mumbai,Student,56059,4,5920
CUST1378,59,Female,Pune,Other,89569,14,30772
CUST1379,43,Female,Chennai,Engineer,123409,13,28795
CUST1380,52,Male,Bengaluru,Teacher,37087,3,9279
CUST1381,42,Female,Mumbai,Engineer,126437,7,32452
CUST1382,41,Female,Pune,Engineer,135262,11,54263
CUST1383,30,Male,Pune,Other,25704,12,19176
CUST1384,24,Female,Delhi,Doctor,80576,6,16956
CUST1385,53,Female,Chennai,Business,93384,14,52458
CUST1386,62,Male,Bengaluru,Business,107128,7,9765
CUST1387,37,Male,Hyderabad,Teacher,131279,5,10870
CUST1388,18,Male,Delhi,Teacher,92460,13,44317
CUST1389,25,Female,Mumbai,Business,47208,6,8580
CUST1390,63,Male,Mumbai,Doctor,138516,5,24420
CUST1391,33,Male,Delhi,Business,149612,14,17122
CUST1392,31,Male,Pune,Doctor,105150,7,24080
CUST1393,29,Male,Mumbai,Teacher,86024,2,3178
CUST1394,40,Male,Chennai,Student,59882,14,20090
CUST1395,32,Male,Bengaluru,Other,45923,11,30745
CUST1396,45,Female,Chennai,Teacher,146561,5,3275
CUST1397,51,Female,Mumbai,Teacher,134044,6,9420
CUST1398,19,Male,Hyderabad,Engineer,121477,6,14748
CUST1399,49,Male,Bengaluru,Engineer,49165,5,15005
CUST1400,40,Male,Bengaluru,Engineer,87203,10,47190
CUST1401,39,Female,Delhi,Other,111749,7,30310
CUST1402,42,Female,Delhi,Engineer,24114,10,13540
CUST1403,39,Female,Hyderabad,Doctor,84965,8,9112
CUST1404,39,Female,Pune,Business,56321,7,19166
CUST1405,59,Female,Bengaluru,Student,93297,5,10510
CUST1406,23,Female,Hyderabad,Teacher,116652,1,941
CUST1407,32,Female,Delhi,Doctor,119304,13,23868
CUST1408,60,Female,Delhi,Student,133942,5,21000
CUST1409,54,Female,Bengaluru,Doctor,45426,10,14480
CUST1410,50,Male,Chennai,Doctor,37772,2,7746
CUST1411,25,Male,Mumbai,Teacher,123754,13,12467
CUST1412,61,Male,Delhi,Business,23712,5,4460
CUST1413,61,Male,Pune,Engineer,21367,5,22190
CUST1414,22,Female,Pune,Other,126493,2,4574
CUST1415,56,Female,Delhi,Business,127317,5,13785
CUST1416,21,Male,Chennai,Other,135142,13,21294
CUST1417,23,Female,Chennai,Teacher,111736,4,17232
CUST1418,62,Male,Hyderabad,Teacher,71924,1,2954
CUST1419,49,Female,Pune,Teacher,23726,3,5898
CUST1420,47,Male,Hyderabad,Student,109152,1,4174
CUST1421,64,Female,Pune,Other,47723,12,22524
CUST1422,52,Female,Mumbai,Business,146969,11,34067
CUST1423,57,Male,Mumbai,Business,123110,5,3205
CUST1424,33,Female,Bengaluru,Doctor,120494,4,12636
CUST1425,30,Male,Hyderabad,Doctor,29108,7,9373
CUST1426,59,Male,Delhi,Doctor,97714,5,20590
CUST1427,47,Male,Hyderabad,Teacher,55643,10,44170
CUST1428,36,Male,Delhi,Business,51324,14,15330
CUST1429,34,Female,Chennai,Other,123896,4,9616
CUST1430,36,Female,Hyderabad,Teacher,103360,2,1560
CUST1431,45,Female,Chennai,Student,130896,4,3692
CUST1432,43,Male,Mumbai,Doctor,28927,12,58380
CUST1433,54,Female,Mumbai,Teacher,113680,2,9498
CUST1434,43,Male,Bengaluru,Teacher,116546,8,18000
CUST1435,40,Female,Hyderabad,Student,42443,3,7401
CUST1436,26,Female,Chennai,Engineer,99973,9,41292
CUST1437,29,Female,Delhi,Business,83449,13,60814
CUST1438,18,Male,Mumbai,Other,129834,4,13784
CUST1439,18,Female,Mumbai,Engineer,125314,13,25337
CUST1440,64,Female,Delhi,Doctor,96743,6,16986
CUST1441,51,Male,Chennai,Teacher,141805,10,27200
CUST1442,49,Female,Chennai,Student,80233,5,21445
CUST1443,42,Male,Hyderabad,Student,45537,10,33100
CUST1444,57,Female,Hyderabad,Business,121293,13,26403
CUST1445,62,Male,Pune,Engineer,97576,1,3490
CUST1446,18,Male,Pune,Business,127522,9,44937
CUST1447,33,Female,Bengaluru,Teacher,42612,1,1643
CUST1448,56,Male,Mumbai,Business,113977,8,11464
CUST1449,22,Male,Hyderabad,Other,26471,9,17640
CUST1450,39,Male,Chennai,Student,55631,9,29007
CUST1451,46,Male,Delhi,Student,148449,1,3012
CUST1452,20,Male,Chennai,Doctor,128997,2,1570
CUST1453,29,Male,Mumbai,Doctor,112059,12,9168
CUST1454,43,Female,Pune,Teacher,51348,13,37271
CUST1455,33,Male,Chennai,Other,84732,1,3947
CUST1456,54,Male,Bengaluru,Engineer,21177,10,22620
CUST1457,39,Female,Mumbai,Business,24760,2,7096
CUST1458,46,Female,Pune,Teacher,52779,10,28810
CUST1459,31,Female,Delhi,Doctor,41636,12,33228
CUST1460,45,Female,Pune,Business,101889,8,4320
CUST1461,22,Female,Bengaluru,Doctor,73551,5,2835
CUST1462,64,Female,Mumbai,Business,31556,12,17844
CUST1463,47,Female,Delhi,Engineer,47598,11,49588
CUST1464,63,Male,Bengaluru,Teacher,31563,7,25886
CUST1465,22,Male,Pune,Business,66819,2,6048
CUST1466,29,Female,Bengaluru,Other,129326,8,12680
CUST1467,33,Male,Mumbai,Student,93770,11,32769
CUST1468,43,Male,Hyderabad,Other,111055,6,13158
CUST1469,43,Male,Bengaluru,Other,46966,8,22520
CUST1470,38,Female,Bengaluru,Student,140133,1,1278
CUST1471,56,Female,Pune,Other,101709,1,2085
CUST1472,53,Male,Pune,Business,79889,12,23904
CUST1473,50,Female,Delhi,Business,46987,7,8120
CUST1474,47,Male,Pune,Business,98714,8,14784
CUST1475,54,Male,Chennai,Student,124874,13,23387
CUST1476,40,Male,Mumbai,Other,78348,3,13320
CUST1477,27,Male,Mumbai,Student,44596,5,12430
CUST1478,22,Female,Hyderabad,Business,53174,12,30528
CUST1479,53,Female,Hyderabad,Other,84106,1,4016
CUST1480,51,Female,Mumbai,Other,127510,7,10906
CUST1481,48,Male,Hyderabad,Doctor,89967,5,7380
CUST1482,27,Female,Delhi,Doctor,79182,8,9816
CUST1483,36,Male,Pune,Engineer,113300,13,39351
CUST1484,49,Female,Mumbai,Teacher,107163,8,29088
